Iteration,Progress
95511,65.157
95512,65.157
95513,65.158
95514,65.159
95515,65.159
95516,65.16
95517,65.161
95518,65.161
95519,65.162
95520,65.163
95521,65.163
95522,65.164
95523,65.165
95524,65.165
95525,65.166
95526,65.167
95527,65.167
95528,65.168
95529,65.169
95530,65.169
95531,65.17
95532,65.171
95533,65.172
95534,65.172
95535,65.173
95536,65.174
95537,65.174
95538,65.175
95539,65.176
95540,65.176
95541,65.177
95542,65.178
95543,65.178
95544,65.179
95545,65.18
95546,65.18
95547,65.181
95548,65.182
95549,65.182
95550,65.183
95551,65.184
95552,65.184
95553,65.185
95554,65.186
95555,65.187
95556,65.187
95557,65.188
95558,65.189
95559,65.189
95560,65.19
95561,65.191
95562,65.191
95563,65.192
95564,65.193
95565,65.193
95566,65.194
95567,65.195
95568,65.195
95569,65.196
95570,65.197
95571,65.197
95572,65.198
95573,65.199
95574,65.2
95575,65.2
95576,65.201
95577,65.202
95578,65.202
95579,65.203
95580,65.204
95581,65.204
95582,65.205
95583,65.206
95584,65.206
95585,65.207
95586,65.208
95587,65.208
95588,65.209
95589,65.21
95590,65.21
95591,65.211
95592,65.212
95593,65.212
95594,65.213
95595,65.214
95596,65.215
95597,65.215
95598,65.216
95599,65.217
95600,65.217
95601,65.218
95602,65.219
95603,65.219
95604,65.22
95605,65.221
95606,65.221
95607,65.222
95608,65.223
95609,65.223
95610,65.224
95611,65.225
95612,65.225
95613,65.226
95614,65.227
95615,65.227
95616,65.228
95617,65.229
95618,65.23
95619,65.23
95620,65.231
95621,65.232
95622,65.232
95623,65.233
95624,65.234
95625,65.234
95626,65.235
95627,65.236
95628,65.236
95629,65.237
95630,65.238
95631,65.238
95632,65.239
95633,65.24
95634,65.24
95635,65.241
95636,65.242
95637,65.242
95638,65.243
95639,65.244
95640,65.245
95641,65.245
95642,65.246
95643,65.247
95644,65.247
95645,65.248
95646,65.249
95647,65.249
95648,65.25
95649,65.251
95650,65.251
95651,65.252
95652,65.253
95653,65.253
95654,65.254
95655,65.255
95656,65.255
95657,65.256
95658,65.257
95659,65.257
95660,65.258
95661,65.259
95662,65.26
95663,65.26
95664,65.261
95665,65.262
95666,65.262
95667,65.263
95668,65.264
95669,65.264
95670,65.265
95671,65.266
95672,65.266
95673,65.267
95674,65.268
95675,65.268
95676,65.269
95677,65.27
95678,65.27
95679,65.271
95680,65.272
95681,65.273
95682,65.273
95683,65.274
95684,65.275
95685,65.275
95686,65.276
95687,65.277
95688,65.277
95689,65.278
95690,65.279
95691,65.279
95692,65.28
95693,65.281
95694,65.281
95695,65.282
95696,65.283
95697,65.283
95698,65.284
95699,65.285
95700,65.285
95701,65.286
95702,65.287
95703,65.288
95704,65.288
95705,65.289
95706,65.29
95707,65.29
95708,65.291
95709,65.292
95710,65.292
95711,65.293
95712,65.294
95713,65.294
95714,65.295
95715,65.296
95716,65.296
95717,65.297
95718,65.298
95719,65.298
95720,65.299
95721,65.3
95722,65.3
95723,65.301
95724,65.302
95725,65.303
95726,65.303
95727,65.304
95728,65.305
95729,65.305
95730,65.306
95731,65.307
95732,65.307
95733,65.308
95734,65.309
95735,65.309
95736,65.31
95737,65.311
95738,65.311
95739,65.312
95740,65.313
95741,65.313
95742,65.314
95743,65.315
95744,65.315
95745,65.316
95746,65.317
95747,65.318
95748,65.318
95749,65.319
95750,65.32
95751,65.32
95752,65.321
95753,65.322
95754,65.322
95755,65.323
95756,65.324
95757,65.324
95758,65.325
95759,65.326
95760,65.326
95761,65.327
95762,65.328
95763,65.328
95764,65.329
95765,65.33
95766,65.33
95767,65.331
95768,65.332
95769,65.333
95770,65.333
95771,65.334
95772,65.335
95773,65.335
95774,65.336
95775,65.337
95776,65.337
95777,65.338
95778,65.339
95779,65.339
95780,65.34
95781,65.341
95782,65.341
95783,65.342
95784,65.343
95785,65.343
95786,65.344
95787,65.345
95788,65.345
95789,65.346
95790,65.347
95791,65.348
95792,65.348
95793,65.349
95794,65.35
95795,65.35
95796,65.351
95797,65.352
95798,65.352
95799,65.353
95800,65.354
95801,65.354
95802,65.355
95803,65.356
95804,65.356
95805,65.357
95806,65.358
95807,65.358
95808,65.359
95809,65.36
95810,65.361
95811,65.361
95812,65.362
95813,65.363
95814,65.363
95815,65.364
95816,65.365
95817,65.365
95818,65.366
95819,65.367
95820,65.367
95821,65.368
95822,65.369
95823,65.369
95824,65.37
95825,65.371
95826,65.371
95827,65.372
95828,65.373
95829,65.373
95830,65.374
95831,65.375
95832,65.376
95833,65.376
95834,65.377
95835,65.378
95836,65.378
95837,65.379
95838,65.38
95839,65.38
95840,65.381
95841,65.382
95842,65.382
95843,65.383
95844,65.384
95845,65.384
95846,65.385
95847,65.386
95848,65.386
95849,65.387
95850,65.388
95851,65.388
95852,65.389
95853,65.39
95854,65.391
95855,65.391
95856,65.392
95857,65.393
95858,65.393
95859,65.394
95860,65.395
95861,65.395
95862,65.396
95863,65.397
95864,65.397
95865,65.398
95866,65.399
95867,65.399
95868,65.4
95869,65.401
95870,65.401
95871,65.402
95872,65.403
95873,65.403
95874,65.404
95875,65.405
95876,65.406
95877,65.406
95878,65.407
95879,65.408
95880,65.408
95881,65.409
95882,65.41
95883,65.41
95884,65.411
95885,65.412
95886,65.412
95887,65.413
95888,65.414
95889,65.414
95890,65.415
95891,65.416
95892,65.416
95893,65.417
95894,65.418
95895,65.418
95896,65.419
95897,65.42
95898,65.421
95899,65.421
95900,65.422
95901,65.423
95902,65.423
95903,65.424
95904,65.425
95905,65.425
95906,65.426
95907,65.427
95908,65.427
95909,65.428
95910,65.429
95911,65.429
95912,65.43
95913,65.431
95914,65.431
95915,65.432
95916,65.433
95917,65.433
95918,65.434
95919,65.435
95920,65.436
95921,65.436
95922,65.437
95923,65.438
95924,65.438
95925,65.439
95926,65.44
95927,65.44
95928,65.441
95929,65.442
95930,65.442
95931,65.443
95932,65.444
95933,65.444
95934,65.445
95935,65.446
95936,65.446
95937,65.447
95938,65.448
95939,65.449
95940,65.449
95941,65.45
95942,65.451
95943,65.451
95944,65.452
95945,65.453
95946,65.453
95947,65.454
95948,65.455
95949,65.455
95950,65.456
95951,65.457
95952,65.457
95953,65.458
95954,65.459
95955,65.459
95956,65.46
95957,65.461
95958,65.461
95959,65.462
95960,65.463
95961,65.464
95962,65.464
95963,65.465
95964,65.466
95965,65.466
95966,65.467
95967,65.468
95968,65.468
95969,65.469
95970,65.47
95971,65.47
95972,65.471
95973,65.472
95974,65.472
95975,65.473
95976,65.474
95977,65.474
95978,65.475
95979,65.476
95980,65.476
95981,65.477
95982,65.478
95983,65.479
95984,65.479
95985,65.48
95986,65.481
95987,65.481
95988,65.482
95989,65.483
95990,65.483
95991,65.484
95992,65.485
95993,65.485
95994,65.486
95995,65.487
95996,65.487
95997,65.488
95998,65.489
95999,65.489
96000,65.49
96001,65.491
96002,65.491
96003,65.492
96004,65.493
96005,65.494
96006,65.494
96007,65.495
96008,65.496
96009,65.496
96010,65.497
96011,65.498
96012,65.498
96013,65.499
96014,65.5
96015,65.5
96016,65.501
96017,65.502
96018,65.502
96019,65.503
96020,65.504
96021,65.504
96022,65.505
96023,65.506
96024,65.506
96025,65.507
96026,65.508
96027,65.509
96028,65.509
96029,65.51
96030,65.511
96031,65.511
96032,65.512
96033,65.513
96034,65.513
96035,65.514
96036,65.515
96037,65.515
96038,65.516
96039,65.517
96040,65.517
96041,65.518
96042,65.519
96043,65.519
96044,65.52
96045,65.521
96046,65.521
96047,65.522
96048,65.523
96049,65.524
96050,65.524
96051,65.525
96052,65.526
96053,65.526
96054,65.527
96055,65.528
96056,65.528
96057,65.529
96058,65.53
96059,65.53
96060,65.531
96061,65.532
96062,65.532
96063,65.533
96064,65.534
96065,65.534
96066,65.535
96067,65.536
96068,65.537
96069,65.537
96070,65.538
96071,65.539
96072,65.539
96073,65.54
96074,65.541
96075,65.541
96076,65.542
96077,65.543
96078,65.543
96079,65.544
96080,65.545
96081,65.545
96082,65.546
96083,65.547
96084,65.547
96085,65.548
96086,65.549
96087,65.549
96088,65.55
96089,65.551
96090,65.552
96091,65.552
96092,65.553
96093,65.554
96094,65.554
96095,65.555
96096,65.556
96097,65.556
96098,65.557
96099,65.558
96100,65.558
96101,65.559
96102,65.56
96103,65.56
96104,65.561
96105,65.562
96106,65.562
96107,65.563
96108,65.564
96109,65.564
96110,65.565
96111,65.566
96112,65.567
96113,65.567
96114,65.568
96115,65.569
96116,65.569
96117,65.57
96118,65.571
96119,65.571
96120,65.572
96121,65.573
96122,65.573
96123,65.574
96124,65.575
96125,65.575
96126,65.576
96127,65.577
96128,65.577
96129,65.578
96130,65.579
96131,65.579
96132,65.58
96133,65.581
96134,65.582
96135,65.582
96136,65.583
96137,65.584
96138,65.584
96139,65.585
96140,65.586
96141,65.586
96142,65.587
96143,65.588
96144,65.588
96145,65.589
96146,65.59
96147,65.59
96148,65.591
96149,65.592
96150,65.592
96151,65.593
96152,65.594
96153,65.594
96154,65.595
96155,65.596
96156,65.597
96157,65.597
96158,65.598
96159,65.599
96160,65.599
96161,65.6
96162,65.601
96163,65.601
96164,65.602
96165,65.603
96166,65.603
96167,65.604
96168,65.605
96169,65.605
96170,65.606
96171,65.607
96172,65.607
96173,65.608
96174,65.609
96175,65.61
96176,65.61
96177,65.611
96178,65.612
96179,65.612
96180,65.613
96181,65.614
96182,65.614
96183,65.615
96184,65.616
96185,65.616
96186,65.617
96187,65.618
96188,65.618
96189,65.619
96190,65.62
96191,65.62
96192,65.621
96193,65.622
96194,65.622
96195,65.623
96196,65.624
96197,65.625
96198,65.625
96199,65.626
96200,65.627
96201,65.627
96202,65.628
96203,65.629
96204,65.629
96205,65.63
96206,65.631
96207,65.631
96208,65.632
96209,65.633
96210,65.633
96211,65.634
96212,65.635
96213,65.635
96214,65.636
96215,65.637
96216,65.637
96217,65.638
96218,65.639
96219,65.64
96220,65.64
96221,65.641
96222,65.642
96223,65.642
96224,65.643
96225,65.644
96226,65.644
96227,65.645
96228,65.646
96229,65.646
96230,65.647
96231,65.648
96232,65.648
96233,65.649
96234,65.65
96235,65.65
96236,65.651
96237,65.652
96238,65.652
96239,65.653
96240,65.654
96241,65.655
96242,65.655
96243,65.656
96244,65.657
96245,65.657
96246,65.658
96247,65.659
96248,65.659
96249,65.66
96250,65.661
96251,65.661
96252,65.662
96253,65.663
96254,65.663
96255,65.664
96256,65.665
96257,65.665
96258,65.666
96259,65.667
96260,65.667
96261,65.668
96262,65.669
96263,65.67
96264,65.67
96265,65.671
96266,65.672
96267,65.672
96268,65.673
96269,65.674
96270,65.674
96271,65.675
96272,65.676
96273,65.676
96274,65.677
96275,65.678
96276,65.678
96277,65.679
96278,65.68
96279,65.68
96280,65.681
96281,65.682
96282,65.682
96283,65.683
96284,65.684
96285,65.685
96286,65.685
96287,65.686
96288,65.687
96289,65.687
96290,65.688
96291,65.689
96292,65.689
96293,65.69
96294,65.691
96295,65.691
96296,65.692
96297,65.693
96298,65.693
96299,65.694
96300,65.695
96301,65.695
96302,65.696
96303,65.697
96304,65.698
96305,65.698
96306,65.699
96307,65.7
96308,65.7
96309,65.701
96310,65.702
96311,65.702
96312,65.703
96313,65.704
96314,65.704
96315,65.705
96316,65.706
96317,65.706
96318,65.707
96319,65.708
96320,65.708
96321,65.709
96322,65.71
96323,65.71
96324,65.711
96325,65.712
96326,65.713
96327,65.713
96328,65.714
96329,65.715
96330,65.715
96331,65.716
96332,65.717
96333,65.717
96334,65.718
96335,65.719
96336,65.719
96337,65.72
96338,65.721
96339,65.721
96340,65.722
96341,65.723
96342,65.723
96343,65.724
96344,65.725
96345,65.725
96346,65.726
96347,65.727
96348,65.728
96349,65.728
96350,65.729
96351,65.73
96352,65.73
96353,65.731
96354,65.732
96355,65.732
96356,65.733
96357,65.734
96358,65.734
96359,65.735
96360,65.736
96361,65.736
96362,65.737
96363,65.738
96364,65.738
96365,65.739
96366,65.74
96367,65.74
96368,65.741
96369,65.742
96370,65.743
96371,65.743
96372,65.744
96373,65.745
96374,65.745
96375,65.746
96376,65.747
96377,65.747
96378,65.748
96379,65.749
96380,65.749
96381,65.75
96382,65.751
96383,65.751
96384,65.752
96385,65.753
96386,65.753
96387,65.754
96388,65.755
96389,65.755
96390,65.756
96391,65.757
96392,65.758
96393,65.758
96394,65.759
96395,65.76
96396,65.76
96397,65.761
96398,65.762
96399,65.762
96400,65.763
96401,65.764
96402,65.764
96403,65.765
96404,65.766
96405,65.766
96406,65.767
96407,65.768
96408,65.768
96409,65.769
96410,65.77
96411,65.77
96412,65.771
96413,65.772
96414,65.773
96415,65.773
96416,65.774
96417,65.775
96418,65.775
96419,65.776
96420,65.777
96421,65.777
96422,65.778
96423,65.779
96424,65.779
96425,65.78
96426,65.781
96427,65.781
96428,65.782
96429,65.783
96430,65.783
96431,65.784
96432,65.785
96433,65.786
96434,65.786
96435,65.787
96436,65.788
96437,65.788
96438,65.789
96439,65.79
96440,65.79
96441,65.791
96442,65.792
96443,65.792
96444,65.793
96445,65.794
96446,65.794
96447,65.795
96448,65.796
96449,65.796
96450,65.797
96451,65.798
96452,65.798
96453,65.799
96454,65.8
96455,65.801
96456,65.801
96457,65.802
96458,65.803
96459,65.803
96460,65.804
96461,65.805
96462,65.805
96463,65.806
96464,65.807
96465,65.807
96466,65.808
96467,65.809
96468,65.809
96469,65.81
96470,65.811
96471,65.811
96472,65.812
96473,65.813
96474,65.813
96475,65.814
96476,65.815
96477,65.816
96478,65.816
96479,65.817
96480,65.818
96481,65.818
96482,65.819
96483,65.82
96484,65.82
96485,65.821
96486,65.822
96487,65.822
96488,65.823
96489,65.824
96490,65.824
96491,65.825
96492,65.826
96493,65.826
96494,65.827
96495,65.828
96496,65.828
96497,65.829
96498,65.83
96499,65.831
96500,65.831
96501,65.832
96502,65.833
96503,65.833
96504,65.834
96505,65.835
96506,65.835
96507,65.836
96508,65.837
96509,65.837
96510,65.838
96511,65.839
96512,65.839
96513,65.84
96514,65.841
96515,65.841
96516,65.842
96517,65.843
96518,65.843
96519,65.844
96520,65.845
96521,65.846
96522,65.846
96523,65.847
96524,65.848
96525,65.848
96526,65.849
96527,65.85
96528,65.85
96529,65.851
96530,65.852
96531,65.852
96532,65.853
96533,65.854
96534,65.854
96535,65.855
96536,65.856
96537,65.856
96538,65.857
96539,65.858
96540,65.859
96541,65.859
96542,65.86
96543,65.861
96544,65.861
96545,65.862
96546,65.863
96547,65.863
96548,65.864
96549,65.865
96550,65.865
96551,65.866
96552,65.867
96553,65.867
96554,65.868
96555,65.869
96556,65.869
96557,65.87
96558,65.871
96559,65.871
96560,65.872
96561,65.873
96562,65.874
96563,65.874
96564,65.875
96565,65.876
96566,65.876
96567,65.877
96568,65.878
96569,65.878
96570,65.879
96571,65.88
96572,65.88
96573,65.881
96574,65.882
96575,65.882
96576,65.883
96577,65.884
96578,65.884
96579,65.885
96580,65.886
96581,65.886
96582,65.887
96583,65.888
96584,65.889
96585,65.889
96586,65.89
96587,65.891
96588,65.891
96589,65.892
96590,65.893
96591,65.893
96592,65.894
96593,65.895
96594,65.895
96595,65.896
96596,65.897
96597,65.897
96598,65.898
96599,65.899
96600,65.899
96601,65.9
96602,65.901
96603,65.901
96604,65.902
96605,65.903
96606,65.904
96607,65.904
96608,65.905
96609,65.906
96610,65.906
96611,65.907
96612,65.908
96613,65.908
96614,65.909
96615,65.91
96616,65.91
96617,65.911
96618,65.912
96619,65.912
96620,65.913
96621,65.914
96622,65.914
96623,65.915
96624,65.916
96625,65.916
96626,65.917
96627,65.918
96628,65.919
96629,65.919
96630,65.92
96631,65.921
96632,65.921
96633,65.922
96634,65.923
96635,65.923
96636,65.924
96637,65.925
96638,65.925
96639,65.926
96640,65.927
96641,65.927
96642,65.928
96643,65.929
96644,65.929
96645,65.93
96646,65.931
96647,65.931
96648,65.932
96649,65.933
96650,65.934
96651,65.934
96652,65.935
96653,65.936
96654,65.936
96655,65.937
96656,65.938
96657,65.938
96658,65.939
96659,65.94
96660,65.94
96661,65.941
96662,65.942
96663,65.942
96664,65.943
96665,65.944
96666,65.944
96667,65.945
96668,65.946
96669,65.947
96670,65.947
96671,65.948
96672,65.949
96673,65.949
96674,65.95
96675,65.951
96676,65.951
96677,65.952
96678,65.953
96679,65.953
96680,65.954
96681,65.955
96682,65.955
96683,65.956
96684,65.957
96685,65.957
96686,65.958
96687,65.959
96688,65.959
96689,65.96
96690,65.961
96691,65.962
96692,65.962
96693,65.963
96694,65.964
96695,65.964
96696,65.965
96697,65.966
96698,65.966
96699,65.967
96700,65.968
96701,65.968
96702,65.969
96703,65.97
96704,65.97
96705,65.971
96706,65.972
96707,65.972
96708,65.973
96709,65.974
96710,65.974
96711,65.975
96712,65.976
96713,65.977
96714,65.977
96715,65.978
96716,65.979
96717,65.979
96718,65.98
96719,65.981
96720,65.981
96721,65.982
96722,65.983
96723,65.983
96724,65.984
96725,65.985
96726,65.985
96727,65.986
96728,65.987
96729,65.987
96730,65.988
96731,65.989
96732,65.989
96733,65.99
96734,65.991
96735,65.992
96736,65.992
96737,65.993
96738,65.994
96739,65.994
96740,65.995
96741,65.996
96742,65.996
96743,65.997
96744,65.998
96745,65.998
96746,65.999
96747,66.0
96748,66.0
96749,66.001
96750,66.002
96751,66.002
96752,66.003
96753,66.004
96754,66.004
96755,66.005
96756,66.006
96757,66.007
96758,66.007
96759,66.008
96760,66.009
96761,66.009
96762,66.01
96763,66.011
96764,66.011
96765,66.012
96766,66.013
96767,66.013
96768,66.014
96769,66.015
96770,66.015
96771,66.016
96772,66.017
96773,66.017
96774,66.018
96775,66.019
96776,66.019
96777,66.02
96778,66.021
96779,66.022
96780,66.022
96781,66.023
96782,66.024
96783,66.024
96784,66.025
96785,66.026
96786,66.026
96787,66.027
96788,66.028
96789,66.028
96790,66.029
96791,66.03
96792,66.03
96793,66.031
96794,66.032
96795,66.032
96796,66.033
96797,66.034
96798,66.035
96799,66.035
96800,66.036
96801,66.037
96802,66.037
96803,66.038
96804,66.039
96805,66.039
96806,66.04
96807,66.041
96808,66.041
96809,66.042
96810,66.043
96811,66.043
96812,66.044
96813,66.045
96814,66.045
96815,66.046
96816,66.047
96817,66.047
96818,66.048
96819,66.049
96820,66.05
96821,66.05
96822,66.051
96823,66.052
96824,66.052
96825,66.053
96826,66.054
96827,66.054
96828,66.055
96829,66.056
96830,66.056
96831,66.057
96832,66.058
96833,66.058
96834,66.059
96835,66.06
96836,66.06
96837,66.061
96838,66.062
96839,66.062
96840,66.063
96841,66.064
96842,66.065
96843,66.065
96844,66.066
96845,66.067
96846,66.067
96847,66.068
96848,66.069
96849,66.069
96850,66.07
96851,66.071
96852,66.071
96853,66.072
96854,66.073
96855,66.073
96856,66.074
96857,66.075
96858,66.075
96859,66.076
96860,66.077
96861,66.077
96862,66.078
96863,66.079
96864,66.08
96865,66.08
96866,66.081
96867,66.082
96868,66.082
96869,66.083
96870,66.084
96871,66.084
96872,66.085
96873,66.086
96874,66.086
96875,66.087
96876,66.088
96877,66.088
96878,66.089
96879,66.09
96880,66.09
96881,66.091
96882,66.092
96883,66.092
96884,66.093
96885,66.094
96886,66.095
96887,66.095
96888,66.096
96889,66.097
96890,66.097
96891,66.098
96892,66.099
96893,66.099
96894,66.1
96895,66.101
96896,66.101
96897,66.102
96898,66.103
96899,66.103
96900,66.104
96901,66.105
96902,66.105
96903,66.106
96904,66.107
96905,66.107
96906,66.108
96907,66.109
96908,66.11
96909,66.11
96910,66.111
96911,66.112
96912,66.112
96913,66.113
96914,66.114
96915,66.114
96916,66.115
96917,66.116
96918,66.116
96919,66.117
96920,66.118
96921,66.118
96922,66.119
96923,66.12
96924,66.12
96925,66.121
96926,66.122
96927,66.123
96928,66.123
96929,66.124
96930,66.125
96931,66.125
96932,66.126
96933,66.127
96934,66.127
96935,66.128
96936,66.129
96937,66.129
96938,66.13
96939,66.131
96940,66.131
96941,66.132
96942,66.133
96943,66.133
96944,66.134
96945,66.135
96946,66.135
96947,66.136
96948,66.137
96949,66.138
96950,66.138
96951,66.139
96952,66.14
96953,66.14
96954,66.141
96955,66.142
96956,66.142
96957,66.143
96958,66.144
96959,66.144
96960,66.145
96961,66.146
96962,66.146
96963,66.147
96964,66.148
96965,66.148
96966,66.149
96967,66.15
96968,66.15
96969,66.151
96970,66.152
96971,66.153
96972,66.153
96973,66.154
96974,66.155
96975,66.155
96976,66.156
96977,66.157
96978,66.157
96979,66.158
96980,66.159
96981,66.159
96982,66.16
96983,66.161
96984,66.161
96985,66.162
96986,66.163
96987,66.163
96988,66.164
96989,66.165
96990,66.165
96991,66.166
96992,66.167
96993,66.168
96994,66.168
96995,66.169
96996,66.17
96997,66.17
96998,66.171
96999,66.172
97000,66.172
97001,66.173
97002,66.174
97003,66.174
97004,66.175
97005,66.176
97006,66.176
97007,66.177
97008,66.178
97009,66.178
97010,66.179
97011,66.18
97012,66.18
97013,66.181
97014,66.182
97015,66.183
97016,66.183
97017,66.184
97018,66.185
97019,66.185
97020,66.186
97021,66.187
97022,66.187
97023,66.188
97024,66.189
97025,66.189
97026,66.19
97027,66.191
97028,66.191
97029,66.192
97030,66.193
97031,66.193
97032,66.194
97033,66.195
97034,66.196
97035,66.196
97036,66.197
97037,66.198
97038,66.198
97039,66.199
97040,66.2
97041,66.2
97042,66.201
97043,66.202
97044,66.202
97045,66.203
97046,66.204
97047,66.204
97048,66.205
97049,66.206
97050,66.206
97051,66.207
97052,66.208
97053,66.208
97054,66.209
97055,66.21
97056,66.211
97057,66.211
97058,66.212
97059,66.213
97060,66.213
97061,66.214
97062,66.215
97063,66.215
97064,66.216
97065,66.217
97066,66.217
97067,66.218
97068,66.219
97069,66.219
97070,66.22
97071,66.221
97072,66.221
97073,66.222
97074,66.223
97075,66.223
97076,66.224
97077,66.225
97078,66.226
97079,66.226
97080,66.227
97081,66.228
97082,66.228
97083,66.229
97084,66.23
97085,66.23
97086,66.231
97087,66.232
97088,66.232
97089,66.233
97090,66.234
97091,66.234
97092,66.235
97093,66.236
97094,66.236
97095,66.237
97096,66.238
97097,66.238
97098,66.239
97099,66.24
97100,66.241
97101,66.241
97102,66.242
97103,66.243
97104,66.243
97105,66.244
97106,66.245
97107,66.245
97108,66.246
97109,66.247
97110,66.247
97111,66.248
97112,66.249
97113,66.249
97114,66.25
97115,66.251
97116,66.251
97117,66.252
97118,66.253
97119,66.253
97120,66.254
97121,66.255
97122,66.256
97123,66.256
97124,66.257
97125,66.258
97126,66.258
97127,66.259
97128,66.26
97129,66.26
97130,66.261
97131,66.262
97132,66.262
97133,66.263
97134,66.264
97135,66.264
97136,66.265
97137,66.266
97138,66.266
97139,66.267
97140,66.268
97141,66.268
97142,66.269
97143,66.27
97144,66.271
97145,66.271
97146,66.272
97147,66.273
97148,66.273
97149,66.274
97150,66.275
97151,66.275
97152,66.276
97153,66.277
97154,66.277
97155,66.278
97156,66.279
97157,66.279
97158,66.28
97159,66.281
97160,66.281
97161,66.282
97162,66.283
97163,66.284
97164,66.284
97165,66.285
97166,66.286
97167,66.286
97168,66.287
97169,66.288
97170,66.288
97171,66.289
97172,66.29
97173,66.29
97174,66.291
97175,66.292
97176,66.292
97177,66.293
97178,66.294
97179,66.294
97180,66.295
97181,66.296
97182,66.296
97183,66.297
97184,66.298
97185,66.299
97186,66.299
97187,66.3
97188,66.301
97189,66.301
97190,66.302
97191,66.303
97192,66.303
97193,66.304
97194,66.305
97195,66.305
97196,66.306
97197,66.307
97198,66.307
97199,66.308
97200,66.309
97201,66.309
97202,66.31
97203,66.311
97204,66.311
97205,66.312
97206,66.313
97207,66.314
97208,66.314
97209,66.315
97210,66.316
97211,66.316
97212,66.317
97213,66.318
97214,66.318
97215,66.319
97216,66.32
97217,66.32
97218,66.321
97219,66.322
97220,66.322
97221,66.323
97222,66.324
97223,66.324
97224,66.325
97225,66.326
97226,66.326
97227,66.327
97228,66.328
97229,66.329
97230,66.329
97231,66.33
97232,66.331
97233,66.331
97234,66.332
97235,66.333
97236,66.333
97237,66.334
97238,66.335
97239,66.335
97240,66.336
97241,66.337
97242,66.337
97243,66.338
97244,66.339
97245,66.339
97246,66.34
97247,66.341
97248,66.341
97249,66.342
97250,66.343
97251,66.344
97252,66.344
97253,66.345
97254,66.346
97255,66.346
97256,66.347
97257,66.348
97258,66.348
97259,66.349
97260,66.35
97261,66.35
97262,66.351
97263,66.352
97264,66.352
97265,66.353
97266,66.354
97267,66.354
97268,66.355
97269,66.356
97270,66.356
97271,66.357
97272,66.358
97273,66.359
97274,66.359
97275,66.36
97276,66.361
97277,66.361
97278,66.362
97279,66.363
97280,66.363
97281,66.364
97282,66.365
97283,66.365
97284,66.366
97285,66.367
97286,66.367
97287,66.368
97288,66.369
97289,66.369
97290,66.37
97291,66.371
97292,66.372
97293,66.372
97294,66.373
97295,66.374
97296,66.374
97297,66.375
97298,66.376
97299,66.376
97300,66.377
97301,66.378
97302,66.378
97303,66.379
97304,66.38
97305,66.38
97306,66.381
97307,66.382
97308,66.382
97309,66.383
97310,66.384
97311,66.384
97312,66.385
97313,66.386
97314,66.387
97315,66.387
97316,66.388
97317,66.389
97318,66.389
97319,66.39
97320,66.391
97321,66.391
97322,66.392
97323,66.393
97324,66.393
97325,66.394
97326,66.395
97327,66.395
97328,66.396
97329,66.397
97330,66.397
97331,66.398
97332,66.399
97333,66.399
97334,66.4
97335,66.401
97336,66.402
97337,66.402
97338,66.403
97339,66.404
97340,66.404
97341,66.405
97342,66.406
97343,66.406
97344,66.407
97345,66.408
97346,66.408
97347,66.409
97348,66.41
97349,66.41
97350,66.411
97351,66.412
97352,66.412
97353,66.413
97354,66.414
97355,66.414
97356,66.415
97357,66.416
97358,66.417
97359,66.417
97360,66.418
97361,66.419
97362,66.419
97363,66.42
97364,66.421
97365,66.421
97366,66.422
97367,66.423
97368,66.423
97369,66.424
97370,66.425
97371,66.425
97372,66.426
97373,66.427
97374,66.427
97375,66.428
97376,66.429
97377,66.429
97378,66.43
97379,66.431
97380,66.432
97381,66.432
97382,66.433
97383,66.434
97384,66.434
97385,66.435
97386,66.436
97387,66.436
97388,66.437
97389,66.438
97390,66.438
97391,66.439
97392,66.44
97393,66.44
97394,66.441
97395,66.442
97396,66.442
97397,66.443
97398,66.444
97399,66.445
97400,66.445
97401,66.446
97402,66.447
97403,66.447
97404,66.448
97405,66.449
97406,66.449
97407,66.45
97408,66.451
97409,66.451
97410,66.452
97411,66.453
97412,66.453
97413,66.454
97414,66.455
97415,66.455
97416,66.456
97417,66.457
97418,66.457
97419,66.458
97420,66.459
97421,66.46
97422,66.46
97423,66.461
97424,66.462
97425,66.462
97426,66.463
97427,66.464
97428,66.464
97429,66.465
97430,66.466
97431,66.466
97432,66.467
97433,66.468
97434,66.468
97435,66.469
97436,66.47
97437,66.47
97438,66.471
97439,66.472
97440,66.472
97441,66.473
97442,66.474
97443,66.475
97444,66.475
97445,66.476
97446,66.477
97447,66.477
97448,66.478
97449,66.479
97450,66.479
97451,66.48
97452,66.481
97453,66.481
97454,66.482
97455,66.483
97456,66.483
97457,66.484
97458,66.485
97459,66.485
97460,66.486
97461,66.487
97462,66.487
97463,66.488
97464,66.489
97465,66.49
97466,66.49
97467,66.491
97468,66.492
97469,66.492
97470,66.493
97471,66.494
97472,66.494
97473,66.495
97474,66.496
97475,66.496
97476,66.497
97477,66.498
97478,66.498
97479,66.499
97480,66.5
97481,66.5
97482,66.501
97483,66.502
97484,66.502
97485,66.503
97486,66.504
97487,66.505
97488,66.505
97489,66.506
97490,66.507
97491,66.507
97492,66.508
97493,66.509
97494,66.509
97495,66.51
97496,66.511
97497,66.511
97498,66.512
97499,66.513
97500,66.513
97501,66.514
97502,66.515
97503,66.515
97504,66.516
97505,66.517
97506,66.517
97507,66.518
97508,66.519
